Appliances,NSM,T_out,Tdewpoint,RH_6,Press_mm_hg
70,57600,6.4,-0.1,52.09666666666669,757.4
80,58200,6.16666666666667,-0.0666666666666667,52.133333333333304,757.3833333333331
70,58800,5.93333333333333,-0.033333333333333284,52.52666666666669,757.366666666667
80,59400,5.7,0.0,52.63,757.35
80,60000,5.466666666666669,0.033333333333333284,53.756666666666696,757.333333333333
100,60600,5.23333333333333,0.0666666666666667,54.8233333333333,757.3166666666667
90,61200,5.0,0.1,55.6966666666667,757.2999999999997
110,61800,4.7833333333333306,0.0833333333333333,57.133333333333304,757.2999999999997
90,62400,4.56666666666667,0.0666666666666667,57.8,757.2999999999997
110,63000,4.35,0.05,59.423333333333304,757.2999999999997
100,63600,4.133333333333328,0.033333333333333284,60.6966666666667,757.2999999999997
100,64200,3.916666666666672,0.0166666666666667,63.0266666666667,757.2999999999997
110,64800,3.7,0.0,65.7666666666667,757.2999999999997
110,65400,3.53333333333333,0.166666666666667,67.2266666666667,757.2999999999997
110,66000,3.36666666666667,0.3333333333333329,68.1475,757.2999999999997
100,66600,3.2,0.5,69.23,757.2999999999997
100,67200,3.03333333333333,0.666666666666667,70.8233333333333,757.2999999999997
190,67800,2.86666666666667,0.833333333333333,71.4233333333333,757.2999999999997
140,68400,2.7,1.0,72.96666666666668,757.2999999999997
110,69000,2.78333333333333,1.06666666666667,74.6333333333333,757.233333333333
130,69600,2.86666666666667,1.13333333333333,75.73,757.1666666666669
360,70200,2.95,1.2,76.1966666666667,757.1
40,4200,2.88333333333333,1.45,91.83,754.5666666666667
30,4800,2.86666666666667,1.5,92.29333333333328,754.4333333333328
30,5400,2.85,1.55,92.6266666666667,754.2999999999997
30,6000,2.833333333333328,1.6,92.6266666666667,754.1666666666669
40,6600,2.81666666666667,1.65,92.56,754.033333333333
40,7200,2.8,1.7,92.79333333333328,753.9
50,7800,2.86666666666667,1.6833333333333302,93.1266666666667,753.733333333333
40,8400,2.93333333333333,1.6666666666666698,93.295,753.5666666666667
40,9000,3.0,1.65,93.43333333333328,753.4
40,9600,3.06666666666667,1.6333333333333302,93.16,753.233333333333
50,10200,3.13333333333333,1.6166666666666698,92.8633333333333,753.0666666666667
50,10800,3.2,1.6,92.59,752.9
50,11400,3.2333333333333294,1.6333333333333302,92.8,752.766666666667
40,12000,3.2666666666666706,1.6666666666666698,92.6,752.6333333333331
50,12600,3.3,1.7,92.43333333333328,752.5
40,13200,3.333333333333328,1.73333333333333,92.0333333333333,752.366666666667
40,13800,3.36666666666667,1.76666666666667,91.3966666666667,752.233333333333
20,14400,3.4,1.8,91.33,752.1
30,15000,3.38333333333333,1.8,91.33,751.9166666666669
30,15600,3.36666666666667,1.8,91.0633333333333,751.733333333333
40,16200,3.35,1.8,91.26333333333328,751.5499999999997
50,16800,3.333333333333328,1.8,91.26333333333328,751.366666666667
40,17400,3.31666666666667,1.8,91.1566666666667,751.1833333333328
40,18000,3.3,1.8,91.03,751.0
50,18600,3.31666666666667,1.8166666666666695,90.9,750.866666666667
40,19200,3.333333333333328,1.8333333333333297,90.46666666666668,750.733333333333
50,19800,3.35,1.85,90.46666666666668,750.6
50,20400,3.36666666666667,1.8666666666666696,90.76,750.466666666667
40,21000,3.38333333333333,1.8833333333333304,90.96666666666668,750.333333333333
50,21600,3.4,1.9,90.76333333333328,750.2
40,22200,3.5,1.98333333333333,90.49666666666668,750.083333333333
40,22800,3.6,2.06666666666667,90.0933333333333,749.966666666667
40,23400,3.7,2.15,89.6333333333333,749.85
40,24000,3.8,2.2333333333333294,89.23,749.733333333333
40,24600,3.9,2.31666666666667,89.03,749.616666666667
80,25200,4.0,2.4,88.83,749.5
380,25800,3.95,2.4166666666666696,88.6233333333333,749.4
410,26400,3.9,2.43333333333333,89.12999999999998,749.2999999999997
80,27000,3.85,2.45,89.9233333333333,749.2
70,27600,3.8,2.466666666666669,90.7266666666667,749.1
390,28200,3.75,2.4833333333333294,91.2975,749.0
100,28800,3.7,2.5,91.73,748.9
90,29400,3.3,2.25,92.2266666666667,749.0
70,30000,2.9,2.0,92.96,749.1
180,30600,2.5,1.75,93.62333333333328,749.2
360,31200,2.1,1.5,93.62333333333328,749.2999999999997
190,31800,1.7,1.25,93.0666666666667,749.4
130,32400,1.3,1.0,93.46666666666668,749.5
90,33000,1.4,1.03333333333333,93.7266666666667,749.366666666667
80,33600,1.5,1.06666666666667,94.06,749.233333333333
200,34200,1.6,1.1,94.16,749.1
190,34800,1.7,1.13333333333333,94.3666666666667,748.966666666667
420,35400,1.8,1.16666666666667,94.62333333333328,748.833333333333
440,36000,1.9,1.2,94.69,748.7
360,36600,1.9666666666666697,1.21666666666667,94.8333333333333,748.733333333333
560,37200,2.03333333333333,1.23333333333333,94.9,748.766666666667
700,37800,2.1,1.25,94.95,748.7999999999997
630,38400,2.1666666666666696,1.26666666666667,95.0633333333333,748.833333333333
620,39000,2.2333333333333294,1.28333333333333,95.19,748.866666666667
500,39600,2.3,1.3,95.3333333333333,748.9
280,40200,2.4,1.3666666666666698,95.46666666666668,748.85
250,40800,2.5,1.4333333333333302,95.53,748.7999999999997
230,41400,2.6,1.5,95.59,748.75
140,42000,2.7,1.5666666666666698,95.66,748.7
100,42600,2.8,1.6333333333333302,95.93333333333328,748.65
300,43200,2.9,1.7,96.0,748.6
410,43800,3.11666666666667,1.8166666666666695,96.0,748.5499999999997
320,44400,3.333333333333328,1.9333333333333305,96.03,748.5
260,45000,3.55,2.05,95.96333333333328,748.45
210,45600,3.7666666666666715,2.1666666666666696,95.76,748.4
210,46200,3.9833333333333294,2.28333333333333,95.8333333333333,748.35
140,46800,4.2,2.4,96.06,748.2999999999997
60,47400,4.3,2.4166666666666696,95.9975,748.216666666667
50,48000,4.4,2.43333333333333,96.3966666666667,748.1333333333331
60,48600,4.5,2.45,96.5633333333333,748.0499999999997
50,49200,4.6,2.466666666666669,96.69,747.966666666667
60,49800,4.7,2.4833333333333294,96.8333333333333,747.8833333333331
140,50400,4.8,2.5,96.96666666666668,747.7999999999997
270,51000,4.91666666666667,2.583333333333329,96.8333333333333,747.733333333333
200,51600,5.0333333333333306,2.6666666666666696,96.8333333333333,747.6666666666669
60,52200,5.15,2.75,96.16333333333328,747.6
50,52800,5.26666666666667,2.833333333333328,95.29,747.533333333333
60,53400,5.383333333333329,2.9166666666666696,94.35666666666668,747.466666666667
80,54000,5.5,3.0,92.76333333333328,747.4
50,54600,5.48333333333333,2.833333333333328,91.82666666666668,747.4333333333328
40,55200,5.466666666666669,2.6666666666666696,91.0333333333333,747.466666666667
50,55800,5.45,2.5,90.59666666666668,747.5
50,56400,5.43333333333333,2.333333333333329,88.93,747.533333333333
40,57000,5.41666666666667,2.1666666666666696,85.53,747.5666666666667
30,57600,5.4,2.0,81.34,747.6
30,58200,5.26666666666667,1.78333333333333,80.7966666666667,747.65
200,58800,5.133333333333329,1.5666666666666698,79.48999999999998,747.7
450,59400,5.0,1.35,77.9633333333333,747.75
400,60000,4.86666666666667,1.13333333333333,75.6566666666667,747.7999999999997
740,60600,4.73333333333333,0.9166666666666669,73.98999999999998,747.85
910,61200,4.6,0.7,74.1666666666667,747.9
620,61800,4.5833333333333295,0.683333333333333,75.2333333333333,747.9333333333328
520,62400,4.56666666666667,0.666666666666667,76.0,747.966666666667
190,63000,4.55,0.65,76.19333333333331,748.0
120,63600,4.5333333333333306,0.633333333333333,75.15999999999998,748.033333333333
100,64200,4.51666666666667,0.616666666666667,74.7,748.0666666666667
100,64800,4.5,0.6,74.6333333333333,748.1
120,65400,4.41666666666667,0.55,73.4266666666667,748.1666666666669
100,66000,4.3333333333333295,0.5,74.1333333333333,748.233333333333
120,66600,4.25,0.45,72.9933333333333,748.2999999999997
110,67200,4.16666666666667,0.4,71.2566666666667,748.366666666667
800,67800,4.0833333333333295,0.35,71.745,748.4333333333328
390,68400,4.0,0.3,72.4633333333333,748.5
370,69000,3.9,0.4666666666666671,72.7,748.5499999999997
370,69600,3.8,0.633333333333333,73.7666666666667,748.6
110,70200,3.7,0.8,74.26,748.65
110,70800,3.6,0.966666666666667,74.9266666666667,748.7
100,71400,3.5,1.13333333333333,74.96666666666668,748.75
110,72000,3.4,1.3,75.2266666666667,748.7999999999997
130,75000,3.9,-0.616666666666666,65.5633333333333,749.0499999999997
150,76800,3.8333333333333295,-1.16666666666667,61.8966666666667,749.233333333333
140,77400,3.75,-1.25,61.34,749.2999999999997
110,78000,3.666666666666672,-1.33333333333333,62.0933333333333,749.366666666667
80,78600,3.583333333333328,-1.4166666666666698,61.7,749.4333333333328
60,79200,3.5,-1.5,62.4,749.5
50,79800,3.15,-1.2,62.326666666666696,749.516666666667
50,80400,2.8,-0.9,61.5666666666667,749.533333333333
40,81000,2.45,-0.6,64.56666666666672,749.5499999999997
50,81600,2.1,-0.3,70.6666666666667,749.5666666666667
50,82200,1.75,0.0,74.8666666666667,749.583333333333
50,82800,1.4,0.3,78.3666666666667,749.6
40,83400,1.3,0.25,80.4933333333333,749.5499999999997
30,84000,1.2,0.2,83.46666666666668,749.5
30,84600,1.1,0.15,85.19333333333331,749.45
40,85200,1.0,0.1,87.3333333333333,749.4
40,85800,0.9,0.05,88.59999999999998,749.35
50,0,0.8,0.0,89.46666666666668,749.2999999999997
60,600,0.666666666666667,0.0,90.645,749.283333333333
50,1200,0.5333333333333329,0.0,91.8,749.266666666667
60,1800,0.4,0.0,92.99333333333328,749.25
50,2400,0.266666666666667,0.0,94.2666666666667,749.233333333333
50,3000,0.133333333333333,0.0,94.53,749.216666666667
50,3600,0.0,0.0,94.6566666666667,749.2
50,4200,0.0666666666666667,0.033333333333333284,94.6566666666667,749.233333333333
50,4800,0.133333333333333,0.0666666666666667,94.59,749.266666666667
50,5400,0.2,0.1,94.59,749.2999999999997
60,6000,0.266666666666667,0.133333333333333,94.53,749.333333333333
50,6600,0.3333333333333329,0.166666666666667,94.53,749.366666666667
50,7200,0.4,0.2,94.59,749.4
50,7800,0.55,0.2,94.62333333333328,749.516666666667
50,8400,0.7,0.2,94.69,749.6333333333331
40,9000,0.85,0.2,94.62333333333328,749.75
50,9600,1.0,0.2,94.69,749.866666666667
40,10200,1.15,0.2,94.8,749.983333333333
30,10800,1.3,0.2,94.69,750.1
40,11400,1.53333333333333,0.166666666666667,94.69,750.216666666667
30,12000,1.76666666666667,0.133333333333333,94.76333333333328,750.333333333333
60,12600,2.0,0.1,94.83,750.45
50,13200,2.2333333333333294,0.0666666666666667,94.9,750.5666666666667
50,13800,2.466666666666669,0.033333333333333284,95.0266666666667,750.6833333333328
40,14400,2.7,0.0,95.0633333333333,750.7999999999997
50,15000,2.75,-0.15,95.19,750.8833333333331
60,15600,2.8,-0.3,95.3666666666667,750.966666666667
50,16200,2.85,-0.45,95.56,751.0499999999997
50,16800,2.9,-0.6,95.76,751.1333333333331
50,17400,2.95,-0.75,95.9,751.216666666667
50,18000,3.0,-0.9,96.0,751.2999999999997
40,18600,3.03333333333333,-0.9833333333333328,96.2,751.3833333333331
50,19200,3.06666666666667,-1.06666666666667,96.3333333333333,751.466666666667
50,19800,3.1,-1.15,96.3475,751.5499999999997
50,20400,3.13333333333333,-1.23333333333333,95.85666666666668,751.6333333333331
60,21000,3.1666666666666696,-1.31666666666667,95.1666666666667,751.716666666667
50,21600,3.2,-1.4,94.4266666666667,751.7999999999997
40,22200,3.2,-1.26666666666667,93.8633333333333,751.8833333333331
50,22800,3.2,-1.13333333333333,93.9233333333333,751.966666666667
50,23400,3.2,-1.0,93.16333333333328,752.0499999999997
50,24000,3.2,-0.866666666666667,92.69,752.1333333333331
30,24600,3.2,-0.733333333333333,92.5633333333333,752.216666666667
80,25200,3.2,-0.6,92.5633333333333,752.2999999999997
60,25800,3.2,-0.55,91.8333333333333,752.3833333333331
60,26400,3.2,-0.5,90.0266666666667,752.466666666667
60,27000,3.2,-0.45,88.46666666666668,752.5499999999997
50,27600,3.2,-0.4,88.5333333333333,752.6333333333331
50,28200,3.2,-0.35,87.4333333333333,752.716666666667
60,28800,3.2,-0.3,86.2266666666667,752.7999999999997
60,29400,3.2,-0.25,87.0,752.866666666667
160,30000,3.2,-0.2,86.98999999999998,752.9333333333328
410,30600,3.2,-0.15,85.3966666666667,753.0
400,31200,3.2,-0.1,85.5666666666667,753.0666666666667
390,31800,3.2,-0.05,85.1666666666667,753.1333333333331
410,32400,3.2,0.0,85.1333333333333,753.2
380,33000,3.2,0.05,85.1333333333333,753.283333333333
320,33600,3.2,0.1,85.19333333333331,753.366666666667
50,34200,3.2,0.15,85.0,753.45
50,34800,3.2,0.2,84.6266666666667,753.533333333333
80,35400,3.2,0.25,84.3666666666667,753.616666666667
70,36000,3.2,0.3,83.06,753.7
100,36600,3.31666666666667,0.43333333333333296,82.3333333333333,753.7999999999997
70,37200,3.43333333333333,0.566666666666667,80.7566666666667,753.9
80,37800,3.55,0.7,79.9633333333333,754.0
100,38400,3.666666666666672,0.833333333333333,80.4333333333333,754.1
390,39000,3.7833333333333297,0.966666666666667,79.3666666666667,754.2
400,39600,3.9,1.1,79.68999999999998,754.2999999999997
140,40200,3.86666666666667,1.21666666666667,78.98999999999998,754.366666666667
60,40800,3.8333333333333295,1.33333333333333,78.6566666666667,754.4333333333328
70,41400,3.8,1.45,78.09999999999998,754.5
